GC,title,url,lat,lon,country,province/state,county,numfinds,numpage,,,
GC1YH79,Floyd Collins Sand Cave,https://www.geocaching.com/geocache/GC1YH79_floyd-collins-sand-cave,N 37° 09.257,W 086° 02.835,United States,Kentucky,Barren County (KY),53,3,,,
GC1YH9B,Dixon Cave,https://www.geocaching.com/geocache/GC1YH9B_dixon-cave,N 37° 11.380,W 086° 06.321,United States,Kentucky,Edmonson County (KY),62,3,,,
GC1YH9M,Mammoth Cave Historic Entrance,https://www.geocaching.com/geocache/GC1YH9M_mammoth-cave-historic-entrance,N 37° 11.259,W 086° 06.240,United States,Kentucky,Edmonson County (KY),113,5,,,
GC21776,Wind Pit Cave (Caver's Plunge!),https://www.geocaching.com/geocache/GC21776_wind-pit-cave-cavers-plunge,N 37° 03.438,W 084° 31.430,United States,Kentucky,Pulaski County (KY),26,2,,,
GC3B05,Coal Mine Cache,https://www.geocaching.com/geocache/GC3B05_coal-mine-cache,N 39° 12.850,W 087° 02.114,United States,Indiana,Owen County (IN),17,1,,,
GCYE5B,Lincoln Street Cache Mine,https://www.geocaching.com/geocache/GCYE5B_lincoln-street-cache-mine,N 39° 40.950,W 087° 24.673,United States,Indiana,Vermillion County (IN),150,6,,,
GC1AEN6,Workin' In a Coal Mine,https://www.geocaching.com/geocache/GC1AEN6_workin-in-a-coal-mine,N 39° 39.660,W 087° 23.930,United States,Indiana,Vermillion County (IN),15,1,,,
GC1JPGQ,Midwestern: Scarred Mine Lands Reclaimed,https://www.geocaching.com/geocache/GC1JPGQ_midwestern-scarred-mine-lands-reclaimed,N 38° 19.300,W 087° 10.600,United States,Indiana,Pike County (IN),18,1,,,
GC1QN3D,Turkey Run Coal Mine,https://www.geocaching.com/geocache/GC1QN3D_turkey-run-coal-mine,N 39° 53.394,W 087° 11.801,United States,Indiana,Parke County (IN),386,16,,,
GC2NZ20,Songs of my Youth 10--Sweet Child o' Mine,https://www.geocaching.com/geocache/GC2NZ20_songs-of-my-youth-10sweet-child-o-mine,N 38° 01.965,W 087° 34.318,United States,Indiana,Vanderburgh County (IN),110,5,,,
GC2XN1H,Gem Mine,https://www.geocaching.com/geocache/GC2XN1H_gem-mine,N 39° 03.978,W 084° 53.598,United States,Indiana,Dearborn County (IN),1,1,,,
GC32KC4,Make Mine Orange - Maranda's Cache,https://www.geocaching.com/geocache/GC32KC4_make-mine-orange-marandas-cache,N 37° 59.834,W 087° 31.723,United States,Indiana,Vanderburgh County (IN),18,1,,,
GC3JVPW,This Little Light of Mine,https://www.geocaching.com/geocache/GC3JVPW_this-little-light-of-mine,N 40° 03.745,W 085° 33.271,United States,Indiana,Henry County (IN),35,2,,,
GC3TABR,Where Once Was a Coal Mine,https://www.geocaching.com/geocache/GC3TABR_where-once-was-a-coal-mine,N 38° 54.093,W 087° 14.472,United States,Indiana,Knox County (IN),68,3,,,
GC3X12E,This little ___ of mine,https://www.geocaching.com/geocache/GC3X12E_this-little-of-mine,N 40° 01.595,W 086° 26.769,United States,Indiana,Boone County (IN),125,5,,,
GC40524,Your Palace Or Mine?,https://www.geocaching.com/geocache/GC40524_your-palace-or-mine,N 39° 12.259,W 086° 14.734,United States,Indiana,Brown County (IN),141,6,,,
GC47X8J,"I'll Take Mine ""On The Rocks!""",https://www.geocaching.com/geocache/GC47X8J_ill-take-mine-on-the-rocks,N 38° 50.204,W 087° 01.107,United States,Indiana,Daviess County (IN),39,2,,,
GC4PK02,Not Far From the Mine Cache,https://www.geocaching.com/geocache/GC4PK02_not-far-from-the-mine-cache,N 38° 52.166,W 087° 14.478,United States,Indiana,Knox County (IN),58,3,,,
GC4RNP7,Midwestern: Scarred Mine Lands Reclaimed,https://www.geocaching.com/geocache/GC4RNP7_midwestern-scarred-mine-lands-reclaimed,N 38° 19.400,W 087° 10.300,United States,Indiana,Pike County (IN),26,2,,,
GC4ZARB,This Little Light of Mine,https://www.geocaching.com/geocache/GC4ZARB_this-little-light-of-mine,N 41° 33.255,W 087° 15.884,United States,Indiana,Lake County (IN),45,2,,,
GC5CE9E,"Mine, Mine, Mine",https://www.geocaching.com/geocache/GC5CE9E_mine-mine-mine,N 38° 39.927,W 086° 27.371,United States,Indiana,Orange County (IN),33,2,,,
GC5D7BW,Metamora Gem Mine,https://www.geocaching.com/geocache/GC5D7BW_metamora-gem-mine,N 39° 26.826,W 085° 08.103,United States,Indiana,Franklin County (IN),235,10,,,
GC6E5W8,Pine Be Mine,https://www.geocaching.com/geocache/GC6E5W8_pine-be-mine,N 38° 07.801,W 087° 55.303,United States,Indiana,Posey County (IN),47,2,,,
GC6RCV1,Old Mine Road #1,https://www.geocaching.com/geocache/GC6RCV1_old-mine-road-1,N 38° 41.978,W 087° 17.829,United States,Indiana,Knox County (IN),11,1,,,
GC6RCVE,Old Mine Road #2,https://www.geocaching.com/geocache/GC6RCVE_old-mine-road-2,N 38° 41.155,W 087° 16.988,United States,Indiana,Knox County (IN),17,1,,,
GC6RCW7,Old Mine Road #3,https://www.geocaching.com/geocache/GC6RCW7_old-mine-road-3,N 38° 41.410,W 087° 17.240,United States,Indiana,Knox County (IN),19,1,,,
GC6RDXR,Old Mine Road #4,https://www.geocaching.com/geocache/GC6RDXR_old-mine-road-4,N 38° 41.563,W 087° 17.389,United States,Indiana,Knox County (IN),17,1,,,
GC6RE09,Old Mine Road #5,https://www.geocaching.com/geocache/GC6RE09_old-mine-road-5,N 38° 42.432,W 087° 17.490,United States,Indiana,Knox County (IN),13,1,,,
GC6RE11,Old Mine Road #6,https://www.geocaching.com/geocache/GC6RE11_old-mine-road-6,N 38° 42.687,W 087° 17.475,United States,Indiana,Knox County (IN),15,1,,,
GC6RE18,Old Mine Road #7,https://www.geocaching.com/geocache/GC6RE18_old-mine-road-7,N 38° 41.691,W 087° 17.188,United States,Indiana,Knox County (IN),16,1,,,
GC6RFN1,Old Mine Road #8,https://www.geocaching.com/geocache/GC6RFN1_old-mine-road-8,N 38° 43.241,W 087° 18.025,United States,Indiana,Knox County (IN),14,1,,,
GC6RFNK,Old Mine Road #9,https://www.geocaching.com/geocache/GC6RFNK_old-mine-road-9,N 38° 43.090,W 087° 17.872,United States,Indiana,Knox County (IN),13,1,,,
GC6RFP3,Old Mine Road #10,https://www.geocaching.com/geocache/GC6RFP3_old-mine-road-10,N 38° 42.960,W 087° 17.738,United States,Indiana,Knox County (IN),13,1,,,
GC742ET,Where's the mine?,https://www.geocaching.com/geocache/GC742ET_wheres-the-mine,N 39° 00.113,W 086° 48.198,United States,Indiana,Greene County (IN),20,1,,,
GCDA0D,Gold Mine,https://www.geocaching.com/geocache/GCDA0D_gold-mine,N 43° 06.017,W 083° 31.747,United States,Michigan,Genesee County (MI),99,4,,,
GCNW8H,Republic Mine View,https://www.geocaching.com/geocache/GCNW8H_republic-mine-view,N 46° 24.200,W 087° 58.925,United States,Michigan,Marquette County (MI),137,6,,,
GCPERA,Delaware Mine,https://www.geocaching.com/geocache/GCPERA_delaware-mine,N 47° 25.444,W 088° 05.876,United States,Michigan,Keweenaw County (MI),288,12,,,
GCRA6R,Cliff Mine History Lesson,https://www.geocaching.com/geocache/GCRA6R_cliff-mine-history-lesson,N 47° 22.288,W 088° 18.394,United States,Michigan,Keweenaw County (MI),211,9,,,
GCRAQY,Cliff Mine View,https://www.geocaching.com/geocache/GCRAQY_cliff-mine-view,N 47° 22.788,W 088° 18.319,United States,Michigan,Keweenaw County (MI),69,3,,,
GCRARE,Cliff Mine History Lesson II,https://www.geocaching.com/geocache/GCRARE_cliff-mine-history-lesson-ii,N 47° 22.506,W 088° 18.652,United States,Michigan,Keweenaw County (MI),89,4,,,
GCRARN,Cliff Mine History Lesson III,https://www.geocaching.com/geocache/GCRARN_cliff-mine-history-lesson-iii,N 47° 22.558,W 088° 18.413,United States,Michigan,Keweenaw County (MI),172,7,,,
GCW6E0,Mansfield Mine Disaster,https://www.geocaching.com/geocache/GCW6E0_mansfield-mine-disaster,N 46° 06.839,W 088° 13.074,United States,Michigan,Iron County (MI),102,5,,,
GCY040,Quincy Mine No. 5,https://www.geocaching.com/geocache/GCY040_quincy-mine-no-5,N 43° 07.620,W 083° 12.270,United States,Michigan,Lapeer County (MI),1,1,,,
GCY4XT,Quincy Mine Number 5,https://www.geocaching.com/geocache/GCY4XT_quincy-mine-number-5,N 43° 02.974,W 083° 18.389,United States,Michigan,Lapeer County (MI),219,9,,,
GC13TTQ,CHAMPION MINE #4,https://www.geocaching.com/geocache/GC13TTQ_champion-mine-4,N 47° 02.103,W 088° 40.218,United States,Michigan,Houghton County (MI),141,6,,,
GC164NH,Champion of Mine,https://www.geocaching.com/geocache/GC164NH_champion-of-mine,N 46° 30.476,W 087° 59.236,United States,Michigan,Marquette County (MI),31,2,,,
GC16B5V,Make up Your Mine,https://www.geocaching.com/geocache/GC16B5V_make-up-your-mine,N 46° 30.475,W 087° 58.132,United States,Michigan,Marquette County (MI),16,1,,,
GC1EADT,Where's Mine ??,https://www.geocaching.com/geocache/GC1EADT_wheres-mine-,N 42° 00.800,W 084° 09.400,United States,Michigan,Lenawee County (MI),15,1,,,
GC1G6Q1,HB #33 - Willow UB Mine,https://www.geocaching.com/geocache/GC1G6Q1_hb-33-willow-ub-mine,N 42° 33.819,W 082° 50.973,United States,Michigan,Macomb County (MI),23,1,,,
GC1JMKM,Your Guess Is As Good As Mine!,https://www.geocaching.com/geocache/GC1JMKM_your-guess-is-as-good-as-mine,N 43° 10.626,W 084° 50.826,United States,Michigan,Montcalm County (MI),24,1,,,
GC1PC69,This Little Light of Mine,https://www.geocaching.com/geocache/GC1PC69_this-little-light-of-mine,N 42° 20.340,W 083° 22.226,United States,Michigan,Wayne County (MI),85,4,,,
GC1R2NA,Mine's BIGGER than yours .,https://www.geocaching.com/geocache/GC1R2NA_mines-bigger-than-yours-,N 42° 03.394,W 084° 09.383,United States,Michigan,Lenawee County (MI),327,14,,,
GC1TBXR,Tracy Mine After Dark,https://www.geocaching.com/geocache/GC1TBXR_tracy-mine-after-dark,N 46° 29.679,W 087° 35.910,United States,Michigan,Marquette County (MI),17,1,,,
GC1X9K7,Negaunee Mine,https://www.geocaching.com/geocache/GC1X9K7_negaunee-mine,N 46° 30.130,W 087° 35.619,United States,Michigan,Marquette County (MI),27,2,,,
GC1YPR0,"What's ""mine"" is yours.....",https://www.geocaching.com/geocache/GC1YPR0_whats-mine-is-yours,N 47° 26.695,W 087° 51.651,United States,Michigan,Keweenaw County (MI),127,6,,,
GC1YYFD,Osceola No 3 Mine Fire,https://www.geocaching.com/geocache/GC1YYFD_osceola-no-3-mine-fire,N 47° 13.458,W 088° 27.868,United States,Michigan,Houghton County (MI),103,5,,,
GC271P9,Perch Lake or Another view of the Republic Mine,https://www.geocaching.com/geocache/GC271P9_perch-lake-or-another-view-of-the-republic-mine,N 46° 23.942,W 087° 57.254,United States,Michigan,Marquette County (MI),42,2,,,
GC29ZE7,South Lake Mine,https://www.geocaching.com/geocache/GC29ZE7_south-lake-mine,N 46° 46.486,W 089° 03.223,United States,Michigan,Ontonagon County (MI),55,3,,,
GC2EW4R,Wario's Gold Mine,https://www.geocaching.com/geocache/GC2EW4R_warios-gold-mine,N 42° 02.613,W 086° 25.849,United States,Michigan,Berrien County (MI),213,9,,,
GC2J96P,Copper Mine Hoist House,https://www.geocaching.com/geocache/GC2J96P_copper-mine-hoist-house,N 46° 41.966,W 089° 13.928,United States,Michigan,Ontonagon County (MI),47,2,,,
GC2YYZN,Mine! Mine! Mine!,https://www.geocaching.com/geocache/GC2YYZN_mine-mine-mine,N 46° 35.624,W 087° 24.147,United States,Michigan,Marquette County (MI),20,1,,,
GC33JR4,Cliff Mine water supply,https://www.geocaching.com/geocache/GC33JR4_cliff-mine-water-supply,N 47° 22.346,W 088° 18.917,United States,Michigan,Keweenaw County (MI),46,2,,,
GC37PEF,Mohawk Mine and Mohawkite EarthCache,https://www.geocaching.com/geocache/GC37PEF_mohawk-mine-and-mohawkite-earthcache,N 47° 18.133,W 088° 21.836,United States,Michigan,Keweenaw County (MI),65,3,,,
GC39BRP,MarioKart Series: Wario's GypSUM mine,https://www.geocaching.com/geocache/GC39BRP_mariokart-series-warios-gypsum-mine,N 42° 54.186,W 085° 46.033,United States,Michigan,Kent County (MI),17,1,,,
GC3J3R1,"Tamarack Mine, Shaft#1",https://www.geocaching.com/geocache/GC3J3R1_tamarack-mine-shaft1,N 47° 14.584,W 088° 27.841,United States,Michigan,Houghton County (MI),39,2,,,
GC3JJ6F,The Big Bang! - MINE,https://www.geocaching.com/geocache/GC3JJ6F_the-big-bang-mine,N 42° 58.445,W 085° 56.740,United States,Michigan,Ottawa County (MI),83,4,,,
GC3PFZ9,CARP LAKE MINE,https://www.geocaching.com/geocache/GC3PFZ9_carp-lake-mine,N 46° 48.998,W 089° 43.644,United States,Michigan,Ontonagon County (MI),195,8,,,
GC3QYDA,Monitor Mine,https://www.geocaching.com/geocache/GC3QYDA_monitor-mine,N 43° 33.964,W 083° 56.320,United States,Michigan,Bay County (MI),201,9,,,
GC3RVT4,Centennial Mine Area cache,https://www.geocaching.com/geocache/GC3RVT4_centennial-mine-area-cache,N 47° 15.318,W 088° 25.478,United States,Michigan,Houghton County (MI),36,2,,,
GC3WQHG,Kearsarge Mine Area Cache,https://www.geocaching.com/geocache/GC3WQHG_kearsarge-mine-area-cache,N 47° 16.296,W 088° 24.449,United States,Michigan,Houghton County (MI),27,2,,,
GC3X511,Phoenix Mine Cache,https://www.geocaching.com/geocache/GC3X511_phoenix-mine-cache,N 47° 23.420,W 088° 16.775,United States,Michigan,Keweenaw County (MI),43,2,,,
GC3XQKJ,Cliff Mine Upper Location,https://www.geocaching.com/geocache/GC3XQKJ_cliff-mine-upper-location,N 47° 22.571,W 088° 18.946,United States,Michigan,Keweenaw County (MI),24,1,,,
GC4A43Q,Delaware Mine,https://www.geocaching.com/geocache/GC4A43Q_delaware-mine,N 47° 25.410,W 088° 06.121,United States,Michigan,Keweenaw County (MI),51,3,,,
GC4D2PT,Spencer Mine,https://www.geocaching.com/geocache/GC4D2PT_spencer-mine,N 47° 25.662,W 088° 11.608,United States,Michigan,Keweenaw County (MI),28,2,,,
GC4FNN1,IOHT - Jackson Mine Park,https://www.geocaching.com/geocache/GC4FNN1_ioht-jackson-mine-park,N 46° 29.935,W 087° 37.282,United States,Michigan,Marquette County (MI),90,4,,,
GC4GPV0,St Louis Mine,https://www.geocaching.com/geocache/GC4GPV0_st-louis-mine,N 47° 13.937,W 088° 24.592,United States,Michigan,Houghton County (MI),29,2,,,
GC4H5WT,Laurium Mine,https://www.geocaching.com/geocache/GC4H5WT_laurium-mine,N 47° 13.098,W 088° 27.691,United States,Michigan,Houghton County (MI),26,2,,,
GC4NFWR,Medora Mine,https://www.geocaching.com/geocache/GC4NFWR_medora-mine,N 47° 25.582,W 088° 00.527,United States,Michigan,Keweenaw County (MI),36,2,,,
GC4NFXG,Conglomerate Mine #3,https://www.geocaching.com/geocache/GC4NFXG_conglomerate-mine-3,N 47° 25.433,W 088° 05.439,United States,Michigan,Keweenaw County (MI),56,3,,,
GC4NFXT,Pennsylvania mine,https://www.geocaching.com/geocache/GC4NFXT_pennsylvania-mine,N 47° 25.495,W 088° 05.036,United States,Michigan,Keweenaw County (MI),57,3,,,
GC4R0BR,Drexel Mine,https://www.geocaching.com/geocache/GC4R0BR_drexel-mine,N 47° 25.388,W 088° 06.868,United States,Michigan,Keweenaw County (MI),31,2,,,
GC4TY6H,P.A.G.S. Cache Mine,https://www.geocaching.com/geocache/GC4TY6H_pags-cache-mine,N 43° 03.655,W 085° 35.969,United States,Michigan,Kent County (MI),151,7,,,
GC55PPY,CRRR Mill Mine Jnct,https://www.geocaching.com/geocache/GC55PPY_crrr-mill-mine-jnct,N 47° 05.191,W 088° 39.188,United States,Michigan,Houghton County (MI),31,2,,,
GC56N9B,Allouez #3 mine,https://www.geocaching.com/geocache/GC56N9B_allouez-3-mine,N 47° 17.674,W 088° 24.154,United States,Michigan,Keweenaw County (MI),50,2,,,
GC58BZH,Atlantic Mine Location,https://www.geocaching.com/geocache/GC58BZH_atlantic-mine-location,N 47° 03.496,W 088° 22.651,United States,Michigan,Houghton County (MI),1,1,,,
GC5B2N3,Globe Mine,https://www.geocaching.com/geocache/GC5B2N3_globe-mine,N 47° 01.308,W 088° 40.997,United States,Michigan,Houghton County (MI),17,1,,,
GC5BWEN,Kingston Mine,https://www.geocaching.com/geocache/GC5BWEN_kingston-mine,N 47° 17.425,W 088° 23.492,United States,Michigan,Keweenaw County (MI),22,1,,,
GC5C56W,This Little Light of Mine,https://www.geocaching.com/geocache/GC5C56W_this-little-light-of-mine,N 43° 01.589,W 085° 35.766,United States,Michigan,Kent County (MI),142,6,,,
GC5X06X,Mine Street #1,https://www.geocaching.com/geocache/GC5X06X_mine-street-1,N 47° 13.702,W 088° 27.822,United States,Michigan,Houghton County (MI),21,1,,,
GC5X073,Mine Street #2,https://www.geocaching.com/geocache/GC5X073_mine-street-2,N 47° 13.810,W 088° 27.725,United States,Michigan,Houghton County (MI),21,1,,,
GC5X07A,Mine Street #3,https://www.geocaching.com/geocache/GC5X07A_mine-street-3,N 47° 13.926,W 088° 27.610,United States,Michigan,Houghton County (MI),23,1,,,
GC5X07Q,Mine Street #4,https://www.geocaching.com/geocache/GC5X07Q_mine-street-4,N 47° 14.036,W 088° 27.509,United States,Michigan,Houghton County (MI),25,1,,,
GC5X07V,Mine Street #5,https://www.geocaching.com/geocache/GC5X07V_mine-street-5,N 47° 14.140,W 088° 27.397,United States,Michigan,Houghton County (MI),25,1,,,
GC5X26F,Mine Street #6,https://www.geocaching.com/geocache/GC5X26F_mine-street-6,N 47° 14.224,W 088° 27.312,United States,Michigan,Houghton County (MI),23,1,,,
GC5Y1BF,Tecumseh Mine,https://www.geocaching.com/geocache/GC5Y1BF_tecumseh-mine,N 47° 12.441,W 088° 28.946,United States,Michigan,Houghton County (MI),21,1,,,
GC67W2M,Mine Street 1A,https://www.geocaching.com/geocache/GC67W2M_mine-street-1a,N 47° 13.760,W 088° 27.766,United States,Michigan,Houghton County (MI),7,1,,,
GC6EPYK,KEWE: Quincy Mine,https://www.geocaching.com/geocache/GC6EPYK_kewe-quincy-mine,N 47° 08.150,W 088° 34.575,United States,Michigan,Houghton County (MI),42,2,,,
GC6EQ13,KEWE: Union Mine Trail,https://www.geocaching.com/geocache/GC6EQ13_kewe-union-mine-trail,N 46° 47.596,W 089° 37.536,United States,Michigan,Ontonagon County (MI),50,2,,,
GC6EQ1A,KEWE: Halliwell Mine,https://www.geocaching.com/geocache/GC6EQ1A_kewe-halliwell-mine,N 46° 47.388,W 089° 37.505,United States,Michigan,Ontonagon County (MI),35,2,,,
GC6EQ29,KEWE: Mead Mine Adit,https://www.geocaching.com/geocache/GC6EQ29_kewe-mead-mine-adit,N 46° 48.994,W 089° 43.659,United States,Michigan,Ontonagon County (MI),52,3,,,
GC6J2D2,Mine Steet 1AA,https://www.geocaching.com/geocache/GC6J2D2_mine-steet-1aa,N 47° 13.700,W 088° 27.783,United States,Michigan,Houghton County (MI),3,1,,,
GC6RVQP,Manganese Mine,https://www.geocaching.com/geocache/GC6RVQP_manganese-mine,N 47° 27.168,W 087° 51.702,United States,Michigan,Keweenaw County (MI),15,1,,,
GC6RVRY,Star Mine,https://www.geocaching.com/geocache/GC6RVRY_star-mine,N 47° 26.592,W 087° 51.587,United States,Michigan,Keweenaw County (MI),14,1,,,
GC6RVTW,Aetna Mine,https://www.geocaching.com/geocache/GC6RVTW_aetna-mine,N 47° 26.635,W 087° 54.309,United States,Michigan,Keweenaw County (MI),21,1,,,
GC6V099,This Little Light Of Mine......,https://www.geocaching.com/geocache/GC6V099_this-little-light-of-mine,N 43° 03.300,W 083° 11.263,United States,Michigan,Lapeer County (MI),68,3,,,
GC6ZFFE,PWYBMN - Won't You Be Mine?,https://www.geocaching.com/geocache/GC6ZFFE_pwybmn-wont-you-be-mine,N 41° 46.590,W 086° 39.570,United States,Michigan,Berrien County (MI),59,3,,,
GC76755,Mine St A,https://www.geocaching.com/geocache/GC76755_mine-st-a,N 47° 13.858,W 088° 27.623,United States,Michigan,Houghton County (MI),32,2,,,
GC7675B,Mine St B,https://www.geocaching.com/geocache/GC7675B_mine-st-b,N 47° 14.024,W 088° 27.453,United States,Michigan,Houghton County (MI),33,2,,,
GC76ACY,King Philip Mine,https://www.geocaching.com/geocache/GC76ACY_king-philip-mine,N 46° 52.213,W 088° 55.309,United States,Michigan,Houghton County (MI),4,1,,,
GC76C8G,Meadow Mine,https://www.geocaching.com/geocache/GC76C8G_meadow-mine,N 47° 24.662,W 088° 15.676,United States,Michigan,Keweenaw County (MI),20,1,,,
GC76C8T,Humboldt Mine,https://www.geocaching.com/geocache/GC76C8T_humboldt-mine,N 47° 24.829,W 088° 15.069,United States,Michigan,Keweenaw County (MI),18,1,,,
GC76XZ1,Mine St C,https://www.geocaching.com/geocache/GC76XZ1_mine-st-c,N 47° 13.699,W 088° 27.841,United States,Michigan,Houghton County (MI),30,2,,,
GC76XZ5,Mine St D,https://www.geocaching.com/geocache/GC76XZ5_mine-st-d,N 47° 13.794,W 088° 27.740,United States,Michigan,Houghton County (MI),28,2,,,
GC76XZJ,Mine St E,https://www.geocaching.com/geocache/GC76XZJ_mine-st-e,N 47° 14.172,W 088° 27.381,United States,Michigan,Houghton County (MI),27,2,,,
